,16383,0
176.13,16383,0
176.15,16383,0
176.17,16383,0
176.19,16383,0
176.21,16383,0
176.23,16383,0
176.25,16383,0
176.27,16383,0
176.29,16383,0
176.31,16383,0
176.33,16383,0
176.35,16383,0
176.37,16383,0
176.39,16383,0
176.41,16383,0
176.43,16383,0
176.45,16383,0
176.47,16383,0
176.49,16383,0
176.51,16383,0
176.53,16383,0
176.55,16383,0
176.57,16383,0
176.59,16383,0
176.61,16383,0
176.63,16383,0
176.65,16383,0
176.67,16383,0
176.69,16383,0
176.71,16383,0
176.73,16383,0
176.75,16383,0
176.77,16383,0
176.79,16383,0
176.81,16383,0
176.83,16383,0
176.85,16383,0
176.87,16383,0
176.89,16383,0
176.91,16383,0
176.93,16383,0
176.94,16383,0
176.96,16383,0
176.98,16383,0
177.00,16383,0
177.02,16383,0
177.04,16383,0
177.06,16383,0
177.08,16383,0
177.10,16383,0
177.12,16383,0
177.14,16383,0
177.16,16383,0
177.18,16383,0
177.20,16383,0
177.22,16383,0
177.24,16383,0
177.26,16383,0
177.28,16383,0
177.30,16383,0
177.32,16383,0
177.34,16383,0
177.36,16383,0
177.38,16383,0
177.40,16383,0
177.42,16383,0
177.44,16383,0
177.46,16383,0
177.48,16383,0
177.50,16383,0
177.52,16383,0
177.54,16383,0
177.56,16383,0
177.58,16383,0
177.60,16383,0
177.62,16383,0
177.64,16383,0
177.66,16383,0
177.68,16383,0
177.70,16383,0
